id,thread_id,sentence
13,5,"With afield of view of 8 mm x 10 mm and weighing less than 4 g, the Mesoscope can image most of the mouse dorsal cortex with resolution ranging from 39 to 56μm. Stroboscopic illumination with blue and green LEDs allows fort he measurement of both fluorescence changes  due  to calcium  activity  and  reflectance  signals to  capture hemodynamic changes."
13,6,"We have used the Mesoscope to successfully record mesoscale calcium activity across the dorsal cortex during sensory-evoked stimuli, open field behaviors, and social interactions."
13,7,For this and other projects related to #Software #Behaviour #DataAnalysis #TutorialsLearningPortals visit https://openneuroscience.com
130,0,Building a Simple and Versatile Illumination System for Optogenetic Experiments https://www.jove.com/t/61914/building-simple-versatile-illumination-system-for-optogenetic  ... 🧵
130,1,Controlling biological processes using light has increased the accuracy and speed with which researchers can manipulate many biological processes.
130,2,"Optical control allows for an unprecedented ability to dissect function and holds the potential for enabling novel genetic therapies. However, optogenetic experiments require adequate light sources with spatial, temporal, or intensity control, often a bottleneck for researchers."
130,3,Here we detail how to build a low-cost and versatile LED illumination system that is easily customizable for different available optogenetic tools. This system is configurable for manual or computer control with adjustable LED intensity.
130,4,"We provide an illustrated step-by-step guide for building the circuit, making it computer-controlled, and constructing the LEDs. To facilitate the assembly of this device, we also discuss some basic soldering techniques and explain the circuitry used to control the LEDs."
130,5,"Using our open-source user interface, users can automate precise timing and pulsing of light on a personal computer (PC) or an inexpensive tablet. This automation makes the system useful for experiments that use LEDs to control genes, signaling pathways, and other cellular activities that span large time scales."
130,6,"For this protocol, no prior expertise in electronics is required to build all the parts needed or to use the illumination system to perform optogenetic experiments."
130,7,For this and other projects related to #DataAnalysis #Software #Fluorescence visit https://openneuroscience.com
131,0,Pingouin https://pingouin-stats.org/  ... 🧵
131,1,"Pingouin is an open-source statistical package written in Python 3 and based mostly on Pandas and NumPy. Some of its main features are listed below. For a full list of available functions, please refer to the API documentation."
131,4,"* ANOVAs: N-ways, repeated measures, mixed, ancova * Pairwise post-hocs tests (parametric and non-parametric) and pairwise correlations * Robust, partial, distance and repeated measures correlations * Linear/logistic regression and mediation analysis * Bayes Factors * Multivariate tests * Reliability and consistency * Effect sizes and power analysis * Parametric/bootstrapped confidence intervals around an effect size or a correlation coefficient * Circular statistics * Chi-squared tests * Plotting: Bland-Altman plot, Q-Q plot, paired plot, robust correlation…  Pingouin is designed for users who want simple yet exhaustive stats functions."
131,5,For this and other projects related to #Hardware #Software #Journal #Other visit https://openneuroscience.com
132,0,YASA https://raphaelvallat.com/yasa/build/html/index.html  ... 🧵
132,1,YASA (Yet Another Spindle Algorithm) is a command-line sleep analysis toolbox in Python. The main functions of YASA are:  * Automatic sleep staging of polysomnography data (see preprint article).
132,2,"* Event detection: sleep spindles, slow-waves and rapid eye movements, on single or multi-channel EEG data. * Artefact rejection, on single or multi-channel EEG data. * Spectral analyses: bandpower, phase-amplitude coupling, 1/f slope, and more! * Hypnogram analysis: sleep statistics and stage tranisitions."
132,3,"For more details, check out the API documentation, try the tutorial (Jupyter notebooks) or read the FAQ."
132,4,For this and other projects related to #Hardware visit https://openneuroscience.com
133,0,CASCADE: Calibrated inference of spiking from calcium ΔF/F data using deep networks https://github.com/HelmchenLabSoftware/Cascade  ... 🧵
133,1,CASCADE translates calcium imaging ΔF/F traces into spiking probabilities or discrete spikes.
133,2,"CASCADE is based on deep networks and runs on Python (Linux/Windows/Mac); it can be used either as a web application (Colaboratory notebook), or locally on a CPU or GPU. CASCADE therefore does not necessarily require any local installations, and it does not require any parameter tuning to different datasets."
133,3,The algorithm is trained on a large ground truth database of simultaneous calcium imaging and cell-attached electrophysiological recordings (almost 300 neurons). The database is freely accessible and part of the Github repository.
133,4,For this and other projects related to #DataRepositories #HumanNeuroscience visit https://openneuroscience.com
134,0,DANNCE https://github.com/spoonsso/dannce/  ... 🧵
134,1,DANNCE (3-Dimensional Aligned Neural Network for Computational Ethology) is a convolutional neural network (CNN) that calculates the 3D positions of user-defined anatomical landmarks on behaving animals from videos taken at multiple angles.
134,2,"The key innovation of DANNCE compared to existing approaches for 2D keypoint detection in animals (e.g. LEAP, DeepLabCut) is that the network is fully 3D, so that it can learn about 3D image features and how cameras and landmarks relate to one another in 3D space."
134,3,For this and other projects related to #Hardware visit https://openneuroscience.com
135,0,COGAIN Association (COmmunication by GAze INteraction) https://www.cogain.org/  ... 🧵
135,1,The COGAIN Association aims to promote research and development in the field of gaze-based interaction in computer-aided communication and control. Computer applications can be controlled by gazing at the computer screen.
135,2,"For people with disabilities, gaze controlled applications have been largely used for communication, entertainment, education, and many other purposes."
135,3,For this and other projects related to #HardwareOther visit https://openneuroscience.com
136,0,CaImAn: open source scalable algorithms for calcium and voltage imaging data https://github.com/flatironinstitute/CaImAn  ... 🧵
136,1,Advances in fluorescence microscopy enable monitoring larger brain areas in-vivo with finer time resolution.
136,2,"The resulting data rates require reproducible analysis pipelines that are reliable, fully automated, and scalable to datasets generated over the course of months. We present CaImAn, an open-source library for calcium and voltage imaging data analysis."
136,3,"CaImAn provides automatic and scalable methods to address problems common to pre-processing, including motion correction, neural activity identification, and registration across different sessions of data collection. It does this while requiring minimal user intervention, with good scalability on computers ranging from laptops to high-performance computing clusters."
136,4,"CaImAn is suitable for two-photon and one-photon imaging, and also enables real-time analysis on streaming data."
136,5,For this and other projects related to #Hardware #Benchtop #Computers #Software visit https://openneuroscience.com
14,0,Open Source Eye Tracking https://hackaday.io/project/153293-low-cost-open-source-eye-tracking  ... 🧵
14,1,"The purpose of this project is to convey a location in 3 dimensional space to a machine, hands free and in real time. Currently it is very difficult to control machines without making the user provide input with their hands."
14,2,Additionally it can be very difficult to specify a location in space without a complex input device. This system provides a novel solution to this problem by allowing the user to specify a location simply by looking at it.
14,3,"Normally eyetracking solutions are prohibitively expensive and not open source, limiting their use for creators to integrate them into new projects. This solution is fully open source, easy to build and will provide a huge variety of options for makers interested in using this fascinating and powerful technology."
14,4,For this and other projects related to #Software #Behaviour #Hardware #Benchtop visit https://openneuroscience.com
15,0,Sample Rotator Mixer and Shaker https://www.appropedia.org/Open_Source_Laboratory_Sample_Rotator_Mixer_and_Shaker  ... 🧵
15,1,"An open-source 3-D printable laboratory sample rotator mixer is developed here in two variants that allow users to opt for the level of functionality, cost saving and associated complexity needed in their laboratories."
15,2,"First, a laboratory sample rotator is designed and demonstrated that can be used for tumbling as well as gentle mixing of samples in a variety of tube sizes by mixing them horizontally, vertically, or any position in between. Changing the mixing angle is fast and convenient and requires no tools."
15,3,"This device is battery powered and can be easily transported to operate in various locations in a lab including desktops, benches, clean hoods, chemical hoods, cold rooms, glove boxes, incubators or biological hoods."
15,4,"Second, an on-board Arduino-based microcontroller is incorporated that adds the functionality of a laboratory sample shaker. These devices can be customized both mechanically and functionally as the user can simply select the operation mode on the switch or alter the code to perform custom experiments."
15,5,The open source laboratory sample rotator mixer can be built by non-specialists for under US$30 and adding shaking functionality can be done for under $20 more.
15,6,"Thus, these open source devices are technically superior to the proprietary commercial equipment available on the market while saving over 90% of the costs."
15,7,For this and other projects related to #Software #AnimalElectrophysiology #CalciumImaging #BehaviourOther visit https://openneuroscience.com
16,0,Open Source Syringe Pump Controller https://github.com/LaubachLab/OpenSourceSyringePump  ... 🧵
16,1,"Syringe pumps are a necessary piece of laboratory equipment that are used for fluid delivery in behavioral neuroscience laboratories. Many experiments provide rodents and primates with fluid rewards such as juice, water, or liquid sucrose."
16,2,Current commercialized syringe pumps are not customizable and do not have the ability to deliver multiple volumes of fluid based on different inputs to the pump.
16,3,"Additionally, many syringe pumps are expensive and cannot be used in experiments with paired neurophysiological recordings due to electrical noise. We developed an open source syringe pump controller using commonly available parts. The controller adjusts the acceleration and speed of the motor to deliver three different volumes of fluid reward within one common time epoch."
16,4,This syringe pump controller is cost effective and has been successfully implemented in rodent behavioral experiments with paired neurophysiological recordings in the rat frontal cortex while rats lick for different volumes of liquid sucrose rewards.
16,5,Our syringe pump controller will enable new experiments to address the potential confound of temporal information in studies of reward signaling by fluid magnitude.
16,6,For this and other projects related to #DataAnalysis #ComputationalNeuroscience #CalciumImaging #AnimalElectrophysiology visit https://openneuroscience.com
17,0,SciDraw https://scidraw.io/  ... 🧵
17,1,"SciDraw is a free repository of high quality drawings of animals, scientific setups, and anything that might be useful for scientific presentations and posters. We want this repository to be as open as possible, so do not require signing up to post a drawing."
17,2,"This however means that you won't be able to edit your drawings after submission, so upload carefully! The drawings on SciDraw are made by and for scientists. You are free to download, modify and use all drawings on the website."
17,3,For this and other projects related to #Software #Optogenetics #Behaviour #Hardware visit https://openneuroscience.com
18,0,Deep Cinac https://gitlab.com/cossartlab/deepcinac  ... 🧵
18,1,Two-photon calcium imaging is now widely used to infer neuronal dynamics from changes in fluorescence of an indicator.
18,2,"However, state of the art computational tools are not optimized for the reliable detection of fluorescence transients from highly synchronous neurons located in densely packed regions such as the CA1 pyramidal layer of the hippocampus during early postnatal  stages  of  development. Indeed,the  latest  analytical  tools  often  lack  proper benchmark  measurements."
18,3,"To  meet  this  challenge,  we  first  developed  a  graphical  user interface allowing for a precise manual detection of all calcium transients from imaged neurons based on the visualization of the calcium imaging movie."
18,4,"Then, we analyzed the movies using a convolutional neural network with an attention process and a bidirectional long-short term memory network."
18,5,This method is able to reach human performance and offers a better F1 score (harmonic mean of sensitivity and precision) than CaImAn to infer neural activity in the developingCA1 without any user intervention. It also enables automatically identifying activity originating from GABAergic neurons.
18,6,"Overall, DeepCINAC offers a simple, fast and flexible open-source toolbox for processing a wide variety of calcium imaging datasets while providing the tools to evaluate its performance. See full text at https://www.biorxiv.org/content/10.1101/803726v2.full.pdf"
18,7,For this and other projects related to #DataAnalysis #Software #TutorialsLearningPortals #DataRepositories visit https://openneuroscience.com
19,0,OpenTrons https://opentrons.com/about  ... 🧵
19,1,"Today, biologists spend too much time pipetting by hand. We think biologists should have robots to do pipetting for them. People doing science should be free of tedious benchwork and repetitive stress injuries."
19,2,They should be able to spend their time designing experiments and analyzing data. That's why we started Opentrons. We make robots for biologists. Our mission is to provide the scientific community with a common platform to easily share protocols and reproduce each other's results.
19,3,"Our robots automate experiments that would otherwise be done by hand, allowing our community to spend more time pursuing answers to some of the 21st century’s most important questions"
19,4,For this and other projects related to #Software #DataAnalysis #DataRepositories #Computers visit https://openneuroscience.com
2,0,Suite2P https://mouseland.github.io/suite2p/_build/html/index.html  ... 🧵
2,1,"Suite2P is a very modular imaging processing pipeline written in Python which allows you to perform registration of raw data movies, automatic cell detection, extraction of calcium traces and infers spike times."
2,2,It is a very fast and accurate tool and can work on standard workstations. It also includes a visualization graphical user interface (GUI) that facilitates analysis and manual curation of the cell detection algorithm.
2,3,For this and other projects related to #Behaviour #DataAnalysis #Software #DataRepositories visit https://openneuroscience.com
20,0,neuTube https://www.neutracing.com/  ... 🧵
20,1,neuTube is an open source software for reconstructing neurons from fluorescence microscope images. It is easy to use and improves the efficiency of reconstructing neuron structures accurately.
20,2,"The framework combines 2D/3D visualization, semi-automated tracing algorithms, and flexible editing options that simplify the task of neuron reconstruction."
20,3,For this and other projects related to #Behaviour #Software visit https://openneuroscience.com
21,0,neuTube https://www.neutracing.com/  ... 🧵
21,1,neuTube is an open source software for reconstructing neurons from fluorescence microscope images. It is easy to use and improves the efficiency of reconstructing neuron structures accurately.
21,2,"The framework combines 2D/3D visualization, semi-automated tracing algorithms, and flexible editing options that simplify the task of neuron reconstruction."
21,3,For this and other projects related to #Hardware #Behaviour #Benchtop #Other visit https://openneuroscience.com
22,0,FishCam https://www.sciencedirect.com/science/article/pii/S2468067220300195  ... 🧵
22,1,"We describe the “FishCam”, a low-cost (500 USD) autonomous camera package to record videos and images underwater. The system is composed of easily accessible components and can be programmed to turn ON and OFF on customizable schedules."
22,2,Its 8-megapixel camera module is capable of taking 3280 × 2464-pixel images and videos. An optional buzzer circuit inside the pressure housing allows synchronization of the video data from the FishCam with passive acoustic recorders.
22,3,"Ten FishCam deployments were performed along the east coast of Vancouver Island, British Columbia, Canada, from January to December 2019. Field tests demonstrate that the proposed system can record up to 212 h of video data over a period of at least 14 days."
22,4,"The FishCam data collected allowed us to identify fish species and observe species interactions and behaviors. The FishCam is an operational, easily-reproduced and inexpensive camera system that can help expand both the temporal and spatial coverage of underwater observations in ecological research."
22,5,"With its low cost and simple design, it has the potential to be integrated into educational and citizen science projects, and to facilitate learning the basics of electronics and programming."
22,6,For this and other projects related to #Software #DataAnalysis visit https://openneuroscience.com
23,0,Addgene's AAV Data Hub https://datahub.addgene.org/aav/  ... 🧵
23,1,"AAV are versatile tools used by neuroscientists for expression and manipulation of neurons. Many scientists have benefited from the high-quality, ready-to-use AAV prep service from Addgene, a nonprofit plasmid repository."
23,2,"However, it can be challenging to determine which AAV tool and techniques are best to use for an experiment. Scientists also may have questions about how much virus to inject or which serotype or promoter should be used to target the desired neuron or brain region."
23,4,"To help scientists answer these questions, Addgene launched an open platform called the AAV Data Hub (https://datahub.addgene.org/aav/) which allows researchers to easily share practical experimental details with the scientific community (AAV used, in vivo model used, injection site, injection volumes, etc.). The goal of this platform is to help scientists find the best AAV tool for their experiments by reviewing combined data from a broad range of research labs."
23,5,The AAV Data Hub launched in late 2019 and over 100 experiments have since been contributed to this project. The dataset includes details and images from experiments conducted in six different species and several different expression sites.
23,6,For this and other projects related to #Software #DataAnalysis #Other visit https://openneuroscience.com
24,0,SpikeInterface https://github.com/SpikeInterface/spikeinterface  ... 🧵
24,1,SpikeInterface is a unified Python framework for spike sorting.
24,2,"With its high-level API, it is designed to be accessible and easy to use, allowing users to build full analysis pipelines for spike sorting (reading-writing (IO) / preprocessing / spike sorting / postprocessing / validation / curation / comparison / visualization) with a few lines of code."
24,3,For this and other projects related to #Hardware #Software #Fluorescence visit https://openneuroscience.com
25,0,LED Zappelin' https://github.com/BadenLab/LED-Zappelin  ... 🧵
25,1,"Two-photon (2P) microscopy is a cornerstone technique in neuroscience research. However, combining 2P imaging with spectrally arbitrary light stimulation can be challenging due to crosstalk between stimulation light and fluorescence detection."
25,2,"To overcome this limitation, we present a simple and low-cost electronic solution based on an ESP32 microcontroller and a TLC5947 LED driver to rapidly time-interleave stimulation and detection epochs during scans."
25,3,"Implemented for less than $100, our design can independently drive up to 24 arbitrary spectrum LEDs to meet user requirements. We demonstrate the utility of our stimulator for colour vision experiments on the in vivo tetrachromatic zebrafish retina and for optogenetic circuit mapping in Drosophila."
25,4,For this and other projects related to #Behaviour #Hardware #Software visit https://openneuroscience.com
26,0,LED Zappelin' https://github.com/BadenLab/LED-Zappelin  ... 🧵
26,1,"Two-photon (2P) microscopy is a cornerstone technique in neuroscience research. However, combining 2P imaging with spectrally arbitrary light stimulation can be challenging due to crosstalk between stimulation light and fluorescence detection."
26,2,"To overcome this limitation, we present a simple and low-cost electronic solution based on an ESP32 microcontroller and a TLC5947 LED driver to rapidly time-interleave stimulation and detection epochs during scans."
26,3,"Implemented for less than $100, our design can independently drive up to 24 arbitrary spectrum LEDs to meet user requirements. We demonstrate the utility of our stimulator for colour vision experiments on the in vivo tetrachromatic zebrafish retina and for optogenetic circuit mapping in Drosophila."
26,4,For this and other projects related to #SoftwareDataAnalysis #MicroscopesMolecularBiology #TutorialsLearningPortals #Fluorescence visit https://openneuroscience.com
27,0,DeepLabStream https://github.com/SchwarzNeuroconLab/DeepLabStream  ... 🧵
27,1,"DeepLabStream is a python based multi-purpose tool that enables the realtime tracking of animals and manipulation of experiments. Our toolbox is adapted from the previously published DeepLabCut (Mathis et al., 2018) and expands on its core capabilities."
27,2,"DeepLabStreams core feature is the real-time analysis using any type of camera-based video stream (incl. multiple streams). Building onto that, we designed a full experimental closed-loop toolkit."
27,3,It enables running experimental protocols that are dependent on a constant stream of bodypart positions and feedback activation of several input/output devices. It's capabilities range from simple region of interest (ROI) based triggers to headdirection or behavior dependent stimulation.
27,4,For this and other projects related to #Software #DataAnalysis #Computers visit https://openneuroscience.com
28,0,Poseidon https://pachterlab.github.io/poseidon  ... 🧵
28,1,The Poseidon is an open-source syringe pump and microscope system. It uses 3D printed parts and common components that can be easily purchased. It can be used in microfluidics experiments or other applications. You can assemble it in a short-time for under $400.
28,2,"The system is modular and highly customizable. Examples of applications are: control the chemical environment of a bioreactor, purify proteins and precisely add reagents to chemical reactions over time."
28,3,For this and other projects related to #Hardware #MolecularBiology #ElectricStimulation #Software visit https://openneuroscience.com
29,0,Bonvision http://bonvision.github.io  ... 🧵
29,1,BonVision is an open-source closed-loop visual environment generator developed by the Saleem Lab and Solomon Lab at the UCL Institute of Behavioural Neuroscience in collaboration with NeuroGEARS.
29,3,"BonVision’s key features include:      Naturally closed-loop system based on reactive coding of the Bonsai framework     Handles 2D and 3D stimuli with equal ease     Visual environment generated independent of display configuration     Graphical programming language of the Bonsai framework     Can be used for Augmented Reality, Virtual Reality or 2D visual stimuli     Does not require the observer to be in a fixed position"
29,4,For this and other projects related to #Software #ComputationalNeuroscience #DataAnalysis #HumanNeuroscience visit https://openneuroscience.com
3,0,3D Slicer https://github.com/Slicer/Slicer  ... 🧵
3,1,"3D Slicer is a software for medical image informatics, image processing, and three-dimensional visualization. It’s extremely powerful and versatile with plenty of different options."
3,2,"It is a great tool for volume rendering, registration, interactive segmentation of images and even offers the possibility of running Python scripts thought an embedded Python interpreter."
3,3,For this and other projects related to #Software #Computers #Simulations #ComputationalNeuroscience visit https://openneuroscience.com
30,0,Bonsai https://bonsai-rx.org/  ... 🧵
30,1,"Bonsai is a high-performance, easy to use, and flexible visual programming language for designing closed-loop neuroscience experiments combining physiology and behaviour data."
30,2,Bonsai has allowed scientists with no previous programming experience to quickly develop their own experimental rigs and is also being increasingly used as a platform to integrate new open-source hardware and software from the experimental neuroscience community.
30,3,For this and other projects related to #DataAnalysis visit https://openneuroscience.com
31,0,Ethoscopes http://lab.gilest.ro/ethoscope  ... 🧵
31,1,Ethoscopes are machines for high-throughput analysis of behavior in Drosophila and other animals. Ethoscopes provide a software and hardware solution that is reproducible and easily scalable.
31,2,"They perform, in real-time, tracking and profiling of behavior by using a supervised machine learning algorithm, are able to deliver behaviorally triggered stimuli to flies in a feedback-loop mode, and are highly customizable and open source."
31,3,Ethoscopes can be built easily by using 3D printing technology and rely on Raspberry Pi microcomputers and Arduino boards to provide affordable and flexible hardware.
31,4,For this and other projects related to #Software #DataAnalysis #ComputationalNeuroscience visit https://openneuroscience.com
32,0,A Cartesian Coordinate Robot for Dispensing Fruit Fly Food https://github.com/WaylandM/fly-food-robot  ... 🧵
32,1,"The fruit fly, Drosophila melanogaster, continues to be one of the most widely used model organisms in biomedical research."
32,2,"Though chosen for its ease of husbandry, maintaining large numbers of stocks of fruit flies, as done by many laboratories, is labour-intensive. One task which lends itself to automation is the production of the vials of food in which the flies are reared. Fly facilities typically have to generate several thousand vials of fly food each week to sustain their fly stocks."
32,3,"The system presented here combines a cartesian coordinate robot with a peristaltic pump. The design of the robot is based on an open hardware CNC (computer numerical control) machine, and uses belt and pulley actuators for the X and Y axes, and a leadscrew actuator for the Z axis."
32,4,"CNC motion and operation of the peristaltic pump are controlled by grbl (https://github.com/gnea/grbl), an open source, embedded, G-code parser. Grbl is written in optimized C and runs directly on an Arduino."
32,5,"A Raspberry Pi is used to generate and stream G-code instructions to Grbl. A touch screen on the Raspberry Pi provides a graphical user interface to the system. Whilst the robot was built for the express purpose of filling vials of fly food, it could potentially be used for other liquid handling tasks in the laboratory."
32,6,For this and other projects related to #ComputationalNeuroscience #DataAnalysis #Simulations #HumanNeuroscience visit https://openneuroscience.com
33,0,Nilearn http://nilearn.github.io/  ... 🧵
33,1,"Nilearn is a Python module for fast and easy statistical learning on NeuroImaging data. It leverages the scikit-learn Python toolbox for multivariate statistics with applications such as predictive modelling, classification, decoding, or connectivity analysis."
33,2,For this and other projects related to #Software #Behaviour #DataAnalysis #Computers visit https://openneuroscience.com
34,0,MNE-Python https://mne.tools  ... 🧵
34,1,"MNE is a software package for processing electrophysiological signals primarily from magnetoencephalographic (MEG) and electroencephalographic (EEG) recordings, and more recently sEEG, ECoG and fNIRS."
34,2,"It provides a comprehensive solution for data preprocessing, forward modeling (with boundary element models), distributed source imaging, time–frequency analysis, non-parametric multivariate statistics, multivariate pattern analysis, and connectivity estimation."
34,3,"Importantly, this package allows all of these analyses to be applied in both sensor or source space. MNE is developed by an international team, with particular care for computational efficiency, code quality, and readability, as well as the common goal of facilitating reproducibility in neuroscience."
34,4,For this and other projects related to #DataAnalysisTutorialsLearningPortals #HumanNeuroscience #ComputationalNeuroscience #Simulations visit https://openneuroscience.com
35,0,DeepLabCut http://deeplabcut.org/  ... 🧵
35,1,DeepLabCut™ is an efficient method for 3D markerless pose estimation based on transfer learning with deep neural networks that achieves excellent results (i.e. you can match human labeling accuracy) with minimal training data (typically 50-200 frames).
35,2,"We demonstrate the versatility of this framework by tracking various body parts in multiple species across a broad collection of behaviors. The package is open source, fast, robust, and can be used to compute 3D pose estimates."
35,3,Please see the original paper and the latest work below. This package is collaboratively developed by the Mathis Group & Mathis Lab at EPFL/Harvard. The code is freely available and easy to install in a few clicks with Anaconda (and pypi). Please see instructions on deeplabcut.org.
35,4,"We also provide a very easy to use GUI interface, and a step-by-step user guide!"
35,5,For this and other projects related to #DataRepositories #TutorialsLearningPortals #HumanNeuroscience #Other visit https://openneuroscience.com
36,0,cellfinder https://github.com/SainsburyWellcomeCentre/cellfinder  ... 🧵
36,1,cellfinder is software from the Margrie Lab at the Sainsbury Wellcome Centre for automated 3D cell detection and registration of whole-brain images (e.g. serial two-photon or lightsheet imaging).
36,3,"It’s a work in progress, but cellfinder can:     - Detect labelled cells in 3D in whole-brain images (many hundreds of GB)    - Register the image to an atlas (such as the Allen Mouse Brain Atlas)    - Segment the brain based on the reference atlas    - Calculate the volume of each brain area, and the number of labelled cells within it    - Transform everything into standard space for analysis and visualisation"
36,4,For this and other projects related to #TutorialsLearningPortals #HumanNeuroscience #HumanElectrophysiology #DataAnalysis visit https://openneuroscience.com
37,0,An Open-source Anthropomorphic Robot Hand System: HRI Hand https://github.com/MrLacuqer/HRI-hand-firmware.git  ... 🧵
37,1,We present an open-source anthropomorphic robot hand system called HRI hand. Our robot hand system was developed with a focus on the end-effector role of the collaborative robot manipulator.
37,2,"HRI hand is a research platform that can be built at a lower price (approximately $500, using only 3D printing) than commercial end-effectors. Moreover, it was designed as a two four-bar linkage for the under-actuated mechanism and provides pre-shaping motion similar to the human hand prior to touching an object."
37,3,"A URDF, python node, and rviz package is also provided to support the Robot Operating System (ROS). All hardware CAD design files and software source codes have been released and can be easily assembled and modified."
37,4,"The system proposed in this paper is developed with a five-finger structure, but each finger is modularized, so it can be developed with end-effectors of various shapes depending on the shape of the palm."
37,5,For this and other projects related to #TutorialsLearningPortals #ComputationalNeuroscience #HumanNeuroscience #HumanElectrophysiology visit https://openneuroscience.com
38,0,Open Source Automated Western Blot Processor http://dx.doi.org/10.17632/xcvckyc9mh.1  ... 🧵
38,1,Researchers in the biomedical area are always involved in methodologies comprising several processes that are repetitive and time-consuming; these researchers can take advantage of this time for other more important things.
38,2,"For many years, the trend for this type of problem has been automation. One of the routine methodologies used by researchers in broad areas of basic investigation is the Western blot technique."
38,3,This method allows the detection through specific antibodies and the eventual quantification of the protein of interest in different biological lysates transferred onto a suitable membrane. This methodology involves several repetitive processes; one of them is the washing of blots after incubations with primary and secondary antibodies.
38,4,"The present device has been designed to automate this process at a low cost. Researchers must use several tools to carry out the same task at a much higher price, and more importantly, in a time-consuming process."
38,5,"Although it is designed for the Western blot, it can be optimized for other cyclic tasks."
38,6,For this and other projects related to #Software #Simulations #ComputationalNeuroscience visit https://openneuroscience.com
39,0,OpenNeuro https://openneuro.org/  ... 🧵
39,1,"A free and open platform for sharing MRI, MEG, EEG, iEEG, and ECoG data. With OpenNeuro, you can: - Browse and explore public datasets and analyses from a wide range of global contributors."
39,3,"Our collection of public datasets continues to grow as more and more become BIDS compatible. - Download and use public data to create new datasets and run your own analyses. - Privately share your data so your colleagues can view and edit your work. - Publish your dataset where anyone can view, download, and run analyses on it. - Create snapshots of your datasets to ensure past analyses remain reproducible as your datasets grow and change."
39,4,Publish any of your snapshots while you continue work on your original data behind the scenes. - Explore your published OpenNeuro dataset using BrainLife's computing network. Utilize their community driven apps to run a variety of analysis and processing software in the browser.
39,5,For this and other projects related to #Behaviour #Hardware #CalciumImaging #AnimalElectrophysiology visit https://openneuroscience.com
4,0,MicroscoPy https://github.com/IBM/MicroscoPy  ... 🧵
4,1,"An open-source, motorized, and modular microscope built using LEGO bricks, Arduino, Raspberry Pi and 3D printing. The microscope uses a Raspberry Pi mini-computer with an 8MP camera to capture images and videos."
4,2,"Stepper motors and the illumination are controlled using a circuit board comprising an Arduino microcontroller, six stepper motor drivers and a high-power LED driver."
4,3,All functions can be controlled from a keyboard connected to the Raspberry Pi or a separate custom-built Arduino joystick connected to the mainboard. LEGO bricks are used to construct the main body of the microscope to achieve a modular and easy-to-assemble design concept.
4,4,For this and other projects related to #Software #DataAnalysis visit https://openneuroscience.com
40,0,Small cost efficient 3D printed peristaltic pumps https://www.sciencedirect.com/science/article/pii/S2468067220300249  ... 🧵
40,1,"The project overall aim is to provide cost efficient solution to drive microfluidics systems for e.g. cell culture and organ on a chip applications. Pumps, valves and other accessories are ofter expensive to buy or very expensive to custom made."
40,2,The 8-channel FAST pump is a 3D printed pump that uses some off the shelf parts (steel pins and ball bearings) and is easily fabricated and assembled. A step by step protocol is published (https://www.sciencedirect.com/science/article/pii/S2468067220300249).
40,3,The link to the picture is from this publication. The pump is far cheaper and smaller  than commercial pumps and still has at least as good as or better pump performance. The 8-channel pump is excellent for use in parallel cell culture applications.
40,4,For this and other projects related to #HumanNeuroscience #Hardware #HumanElectrophysiology #Software visit https://openneuroscience.com
41,0,Stackable titre plates for organ on a chip applications https://onlinelibrary.wiley.com/doi/abs/10.1002/adbi.201900289  ... 🧵
41,1,Organ on a chip is typically difficult to achieve due to large technical challenges such as fabrication of chips and systems and biological challenges such as co-culture of cells.
41,2,"In this project we have developed a system to stack 12 well plates inserts on top of each other where each plate holds a tissue. We illustrated this approach by creating an intestine model in the top plate, a blood vessel model in the  middle plate and a liver model in the lower plate."
41,3,"The respective insert contain specific cell types are developed independently and just before use, the plates are stacked on top of each other where in this case, the complete assembly models the first pass metabolism. The independent development  circumvent long term co-culture and medium incompatibilities."
41,4,The plates are 3D printed in a biocompatible resin and modified with a disc of gelatine where cell are cultured either on top (epithelial and endothelial cells) or inside (hepatocytes).
41,5,Hence there is diffusional communication from intestine to the lived provided that studies compounds can penetrate the respective barrier. The simple to use system can be modified with any cell type including stem cell organoids and likely neuronal cells.
41,6,For this and other projects related to #SoftwareBehaviourHardware visit https://openneuroscience.com
42,0,OpenDrop Digital Microfluidics Platform http://www.gaudi.ch/OpenDrop/  ... 🧵
42,1,"OpenDrop a modular, open source digital microfludics platform for research purposes. The device uses recent electro-wetting technology to control small droplets of liquids."
42,2,Potential applications are lab on a chip devices for automating processes of digital biology. The OpenDrop V4 is modular electrowetting controller. The driver board is equipped with a connector that can host a circuit board cartridge with a 14×8 electrode array and 4 reservoirs.
42,3,"The liquids stay on a thin, hydrophobic foil laminated to the circuit board . The device is powered from USB though an included USB-C cable. All the voltage level are generated on the device and can be set with the built in soft menu from 150-300 Volts, DC or AC."
42,5,"OpenDrop Cartridges The modular concepts of the OpenDrop V4 allows different configurations of cartridges: A gold coated electrode array board that can be coated with any dielectric layer and hydrophobic coating to make cartridges for topless digital microfluidic applications using readily available materials.The OpenDrop V4 Cartridge is a close-cell cartridge capable of “move, mix, split and reservoir dispensing”. The 4×8 electrode array and 4 reservoirs are laminated with a 15um ETFE foil, hydrophobic coating and ITO top cover."
42,6,Programming The OpenDrop V4 can be operated standalone and droplets can be moved through the built in joystick. A control software to program sequences of patterns from a computer is available as a free download.
